  9.7000000e+002  9.4808943e+001  4.7986560e+001
  9.7000000e+002  9.5737596e+001  4.8316344e+001
  9.6939413e+002  9.6344472e+001  4.8531494e+001
  9.6437448e+002  9.6467163e+001  4.8608086e+001
  9.6000000e+002  9.6136874e+001  4.8612968e+001
  9.6000000e+002  9.5482877e+001  4.8608213e+001
  9.5714892e+002  9.4651025e+001  4.8592211e+001
  9.4710327e+002  9.3798517e+001  4.8551218e+001
  9.4000000e+002  9.3138997e+001  4.8507763e+001
  9.4000000e+002  9.2960575e+001  4.8478225e+001
  9.3525273e+002  9.3531186e+001  4.8442543e+001
  9.2625684e+002  9.4871209e+001  4.8394260e+001
  9.2200000e+002  9.6494898e+001  4.8363734e+001
  9.2200000e+002  9.7309825e+001  4.8365454e+001
  9.1527585e+002  9.5840156e+001  4.8380818e+001
  9.0732260e+002  9.0796763e+001  4.8407315e+001
  9.0600000e+002  8.1794837e+001  4.8461906e+001
  9.0300507e+002  6.9822624e+001  4.8535249e+001
  8.8887846e+002  5.7076360e+001  4.8613329e+001
  8.7800000e+002  4.6111832e+001  4.8735940e+001
  8.7800000e+002  3.8751791e+001  4.8967109e+001
  8.7236505e+002  3.5414335e+001  4.9324301e+001
  8.6439431e+002  3.5227306e+001  4.9775095e+001
  8.6200000e+002  3.6715826e+001  5.0247348e+001
  8.5972641e+002  3.8538007e+001  5.0606778e+001
  8.5067911e+002  3.9903215e+001  5.0714980e+001
  8.4400000e+002  4.0618193e+001  5.0562387e+001
  8.4400000e+002  4.0857253e+001  5.0272622e+001
  8.4400000e+002  4.0809766e+001  4.9973076e+001
  8.4400000e+002  4.0434000e+001  4.9731608e+001
  8.4400000e+002  3.9508075e+001  4.9570948e+001
  8.4498848e+002  3.7942648e+001  4.9468093e+001
  8.4698843e+002  3.6125944e+001  4.9380704e+001
  8.4800000e+002  3.5081511e+001  4.9298804e+001
  8.4891754e+002  3.6307838e+001  4.9229372e+001
  8.5784240e+002  4.1240687e+001  4.9161908e+001
  8.6600000e+002  5.0470032e+001  4.9094939e+001
  8.6600000e+002  6.3146236e+001  4.9044502e+001
  8.7105647e+002  7.7066192e+001  4.9007235e+001
  8.7907651e+002  8.9518399e+001  4.8968622e+001
  8.8200000e+002  9.8411575e+001  4.8929345e+001
  8.8277243e+002  1.0302659e+002  4.8877322e+001
  8.8972953e+002  1.0403695e+002  4.8780860e+001
  8.9600000e+002  1.0292718e+002  4.8640172e+001
  8.9600000e+002  1.0123206e+002  4.8485370e+001
  8.9861849e+002  9.9990231e+001  4.8322169e+001
  9.0361993e+002  9.9576344e+001  4.8143117e+001
  9.0600000e+002  9.9849407e+001  4.7965088e+001
  9.0600000e+002  1.0044107e+002  4.7799678e+001
  9.1049282e+002  1.0100968e+002  4.7631317e+001
  9.1551496e+002  1.0136743e+002  4.7460092e+001
  9.1600000e+002  1.0148581e+002  4.7306788e+001
  9.1647816e+002  1.0143524e+002  4.7161506e+001
  9.1847589e+002  1.0131221e+002  4.6990408e+001
  9.2000000e+002  1.0118885e+002  4.6785337e+001
  9.2000000e+002  1.0109937e+002  4.6551008e+001
  9.2000000e+002  1.0105080e+002  4.6281910e+001
  9.2000000e+002  1.0103447e+002  4.6021589e+001
  9.2000000e+002  1.0103026e+002  4.5920092e+001
  9.2000000e+002  1.0100901e+002  4.6198504e+001
  9.0288410e+002  1.0093406e+002  4.7095809e+001
  8.8419126e+002  1.0076345e+002  4.8847970e+001
  8.8200000e+002  1.0046176e+002  5.1611789e+001
  8.7354045e+002  1.0002215e+002  5.5336904e+001
  8.5036951e+002  9.9483078e+001  5.9742248e+001
  8.3600000e+002  9.8929971e+001  6.4399933e+001
  8.3604732e+002  9.8486732e+001  6.8735773e+001
  8.4200524e+002  9.8298173e+001  7.1976335e+001
  8.4800000e+002  9.8496497e+001  7.3347539e+001
  8.4800000e+002  9.9156573e+001  7.2527785e+001
  8.5465650e+002  1.0025991e+002  6.9878916e+001
  8.6568789e+002  1.0168578e+002  6.6178866e+001
  8.7000000e+002  1.0323680e+002  6.2147951e+001
  8.7371328e+002  1.0469143e+002  5.8187889e+001
  9.0202177e+002  1.0586021e+002  5.4477964e+001
  9.2800000e+002  1.0662367e+002  5.1191747e+001
  9.2800000e+002  1.0694674e+002  4.8509889e+001
  9.3093313e+002  1.0687230e+002  4.6528841e+001
  9.3792488e+002  1.0649409e+002  4.5330105e+001
  9.4200000e+002  1.0591765e+002  4.5082230e+001
  9.4200000e+002  1.0522549e+002  4.5957705e+001
  9.2640008e+002  1.0445519e+002  4.8002638e+001
  9.0358938e+002  1.0359622e+002  5.1131896e+001
  8.9600000e+002  1.0261445e+002  5.5132054e+001
  8.9548829e+002  1.0149766e+002  5.9602432e+001
  8.8844120e+002  1.0029105e+002  6.3966480e+001
  8.8200000e+002  9.9100666e+001  6.7538311e+001
  8.8200000e+002  9.8072882e+001  6.9557238e+001
  8.8308442e+002  9.7364834e+001  6.9364405e+001
  8.8508481e+002  9.7107022e+001  6.6780569e+001
  8.8600000e+002  9.7360124e+001  6.2264350e+001
  8.8600000e+002  9.8080703e+001  5.6634194e+001
  8.8499887e+002  9.9113598e+001  5.0743900e+001
