  7.8000000e+002  7.4059024e+001  6.1956295e+001
  7.8091521e+002  7.4115758e+001  6.2307873e+001
  7.8341309e+002  7.4229941e+001  6.2533403e+001
  7.8500000e+002  7.4394920e+001  6.2536477e+001
  7.8454193e+002  7.4612762e+001  6.2329669e+001
  7.8253916e+002  7.4894873e+001  6.2034467e+001
  7.8100000e+002  7.5251830e+001  6.1772977e+001
  7.8146294e+002  7.5679231e+001  6.1574388e+001
  7.8594248e+002  7.6150883e+001  6.1408486e+001
  7.9000000e+002  7.6624970e+001  6.1276949e+001
  7.9000000e+002  7.7058467e+001  6.1262293e+001
  7.8524824e+002  7.7421751e+001  6.1527794e+001
  7.8027655e+002  7.7707817e+001  6.2275293e+001
  7.8000000e+002  7.7933558e+001  6.3662566e+001
  7.7751677e+002  7.8135118e+001  6.5699203e+001
  7.7452429e+002  7.8361087e+001  6.8137017e+001
  7.7400000e+002  7.8663253e+001  7.0422789e+001
  7.7363570e+002  7.9083631e+001  7.1827152e+001
  7.7313585e+002  7.9640400e+001  7.1762153e+001
  7.7300000e+002  8.0317242e+001  7.0145750e+001
  7.6553451e+002  8.1060417e+001  6.7549758e+001
  7.5408356e+002  8.1786982e+001  6.4947662e+001
  7.5000000e+002  8.2404198e+001  6.3266863e+001
  7.3918135e+002  8.2836807e+001  6.3109605e+001
  7.2278809e+002  8.3055520e+001  6.4673768e+001
  7.1700000e+002  8.3094589e+001  6.7706892e+001
  7.1077037e+002  8.3047093e+001  7.1505059e+001
  7.0281929e+002  8.3037566e+001  7.5051822e+001
  7.0100000e+002  8.3182316e+001  7.7310758e+001
  7.0909234e+002  8.3551657e+001  7.7620157e+001
  7.1768672e+002  8.4146971e+001  7.5982712e+001
  7.1854334e+002  8.4899761e+001  7.3009003e+001
  7.2450266e+002  8.5691740e+001  6.9580751e+001
  7.3000000e+002  8.6388161e+001  6.6518687e+001
  7.3059677e+002  8.6873156e+001  6.4413634e+001
  7.3408578e+002  8.7077631e+001  6.3584813e+001
  7.3700000e+002  8.6993701e+001  6.4063358e+001
  7.3908037e+002  8.6672562e+001  6.5567506e+001
  7.4851284e+002  8.6207453e+001  6.7530633e+001
  7.5600000e+002  8.5707274e+001  6.9230580e+001
  7.5981818e+002  8.5267099e+001  7.0019335e+001
  7.7950259e+002  8.4943128e+001  6.9599496e+001
  7.9600000e+002  8.4740173e+001  6.8171881e+001
  7.9627563e+002  8.4616182e+001  6.6300080e+001
  8.1388993e+002  8.4502069e+001  6.4587009e+001
  8.3200000e+002  8.4327905e+001  6.3400061e+001
  8.3200000e+002  8.4043980e+001  6.2796855e+001
  8.3843953e+002  8.3631211e+001  6.2636468e+001
  8.4797907e+002  8.3100898e+001  6.2727215e+001
  8.5100000e+002  8.2484986e+001  6.2899792e+001
  8.5378386e+002  8.1822374e+001  6.3035558e+001
  8.6373287e+002  8.1149713e+001  6.3086803e+001
  8.7100000e+002  8.0498095e+001  6.3062639e+001
  8.7100000e+002  7.9891194e+001  6.2994387e+001
  8.6288824e+002  7.9342967e+001  6.2916453e+001
  8.5295857e+002  7.8854062e+001  6.2851673e+001
  8.5100000e+002  7.8406696e+001  6.2804548e+001
  8.5526752e+002  7.7965315e+001  6.2773009e+001
  8.6623704e+002  7.7491669e+001  6.2749504e+001
  8.7300000e+002  7.6969507e+001  6.2713728e+001
  8.7300000e+002  7.6423554e+001  6.2653246e+001
  8.6799343e+002  7.5920162e+001  6.2584830e+001
  8.6252166e+002  7.5544129e+001  6.2531150e+001
  8.6200000e+002  7.5357571e+001  6.2495226e+001
  8.5876747e+002  7.5363166e+001  6.2475830e+001
  8.5176278e+002  7.5496577e+001  6.2476255e+001
  8.4800000e+002  7.5653482e+001  6.2490420e+001
  8.4774164e+002  7.5735730e+001  6.2513007e+001
  8.4372513e+002  7.5692894e+001  6.2549687e+001
  8.4000000e+002  7.5537666e+001  6.2592155e+001
  8.4000000e+002  7.5328396e+001  6.2613163e+001
  8.3894155e+002  7.5134012e+001  6.2595589e+001
  8.3744265e+002  7.5003850e+001  6.2536143e+001
  8.3700000e+002  7.4953675e+001  6.2437680e+001
  8.3770921e+002  7.4968200e+001  6.2323931e+001
  8.3970783e+002  7.5015150e+001  6.2235410e+001
  8.4100000e+002  7.5060997e+001  6.2199097e+001
  8.4100000e+002  7.5080221e+001  6.2217815e+001
  8.5417876e+002  7.5058389e+001  6.2277416e+001
  8.6788855e+002  7.4992071e+001  6.2350391e+001
  8.6800000e+002  7.4886025e+001  6.2410747e+001
  8.7108840e+002  7.4749438e+001  6.2456223e+001
  8.7708984e+002  7.4592898e+001  6.2500602e+001
  8.8000000e+002  7.4424308e+001  6.2545740e+001
