  6.2204549e+003  1.9203317e+003  9.5205240e+003  3.8768588e+002  1.1230778e+002  2.7293029e+002
  3.0834836e+003  3.4786113e+002  3.7002149e+003  7.1420625e+001  4.0897035e+001  5.1878302e+001
  4.0753331e+002  1.6381033e+002  5.2088263e+002  9.4066070e+000  7.5598031e-001  4.8806675e+000
  4.2099283e+002  5.0025200e+002  4.9156098e+002  1.0764754e+001  6.3088898e-001  4.4940162e+000
  4.3475589e+002  3.9800693e+002  2.1748244e+002  3.9565462e+000  5.0908748e-001  1.5807595e+000
  6.3190727e+002  5.0779277e+002  1.3280682e+002  2.7995352e+000  5.0335512e-001  1.0285335e+000
  6.3538219e+002  5.3067231e+002  4.9919799e+002  7.1035686e+000  2.2082210e+000  4.5445044e+000
  1.5845599e+003  1.5154611e+003  1.8951546e+003  1.3401717e+001  3.6819280e+000  7.0197284e+000
  2.5827822e+003  2.5744713e+003  3.7496541e+003  5.1130304e+001  4.0539051e+000  1.3767100e+001
  1.3279249e+004  3.7417682e+003  4.1371262e+003  1.2081978e+002  9.5131107e+000  3.5798319e+001
  1.4220506e+004  3.0335226e+003  3.6029342e+003  1.2428706e+002  1.1913797e+001  3.5379115e+001
  4.5485598e+003  2.2520719e+003  2.1066272e+003  9.5296601e+001  1.1256208e+001  1.7898733e+001
  4.1884571e+003  5.0680332e+003  3.2731558e+003  1.5969533e+002  1.6018912e+001  5.9903895e+001
  8.2702241e+003  4.4853576e+003  5.0491535e+003  1.3557400e+002  2.0398006e+001  8.5240819e+001
  7.1794879e+003  3.9815084e+003  4.7860915e+003  1.2653703e+002  1.2826786e+001  2.8479842e+001
  5.0099972e+003  3.9494242e+003  2.0863102e+003  4.7093632e+001  7.2289887e+000  1.9931220e+001
  4.0724775e+003  2.4844099e+003  2.9155740e+003  3.8892853e+001  8.4039703e+000  4.2263692e+001
  4.2764245e+003  2.1488339e+003  3.1942885e+003  1.5797712e+002  6.0950632e+001  7.4317873e+001
  4.4277060e+003  3.0165648e+003  1.5345470e+003  1.7937440e+002  7.4765535e+001  6.0881592e+001
  3.3054371e+003  2.5027213e+003  1.1476492e+003  7.2057190e+001  2.2458002e+001  2.4301106e+001
  2.8946292e+003  2.8349653e+003  1.8346929e+003  8.1005415e+001  2.8918407e+001  5.5138985e+001
  1.0846772e+004  3.7959528e+003  1.6538186e+004  1.1872792e+003  1.2936619e+002  8.3252153e+002
  1.1913750e+004  2.2776826e+003  2.3088024e+004  1.5884340e+003  1.5840998e+002  1.0661217e+003
  3.2722024e+003  9.0652605e+002  3.4840492e+003  5.3308506e+002  5.6509033e+001  2.7528286e+002
  2.1707120e+002  1.0435593e+002  1.3937785e+002  1.3487343e+001  1.5697870e+000  6.1836386e+000
  3.4067078e+003  2.1015845e+003  3.6353768e+003  6.3389243e+001  6.0411903e+001  1.7456916e+002
  5.3497685e+003  2.8363118e+003  1.0973287e+004  5.0378729e+002  1.4203466e+002  5.4516269e+002
  2.4833294e+003  1.4393890e+003  6.4110434e+003  3.0305483e+002  7.5641584e+001  5.2648307e+002
  9.3009023e+002  8.2279208e+002  7.6525680e+002  3.3230003e+001  2.7716237e+000  2.3320208e+001
  1.0994094e+003  1.2122222e+003  1.4054986e+003  1.2560408e+002  7.7527881e+000  3.5773314e+001
  1.7786918e+003  1.9635139e+003  2.2239912e+003  1.1249167e+002  7.4272138e+000  3.5415307e+001
  8.6576124e+002  1.0236338e+003  1.3785697e+003  1.6285493e+001  9.4564753e-001  5.1968254e+000
  1.6864023e+002  1.0055159e+002  1.2580970e+002  3.5580250e+000  3.6169281e-001  1.4240342e+000
  9.9129629e+001  1.5733330e+002  1.4618860e+002  7.1366141e+000  3.7669123e-001  1.0429522e+000
  4.1452578e+002  2.0648107e+002  2.6104814e+002  1.1746644e+001  8.2584221e-001  1.5410960e+000
  2.1702827e+002  1.2246362e+002  2.2324675e+002  1.0095670e+001  1.7473441e+000  2.5325121e+000
  4.6733099e+001  4.8161725e+001  1.0582237e+002  3.0406059e+000  8.2563113e-001  1.2752846e+000
  1.7938758e+001  2.3136785e+001  3.9476932e+001  8.6103713e-001  4.1249754e-001  2.1901596e+000
  1.6303174e+002  1.3122582e+002  1.8243852e+002  3.4526832e+000  6.7684674e-001  5.0665264e+000
  1.6272167e+002  1.2523850e+002  1.4724912e+002  3.5427684e+000  6.1088239e-001  4.6638152e+000
  7.3728908e+002  2.4006500e+002  2.3482230e+002  1.0672615e+001  2.1790016e+000  7.8442633e+000
  7.4384822e+002  3.0875670e+002  3.8432848e+002  1.7995603e+001  5.3214539e+000  8.5075540e+001
  1.0203270e+002  9.5294575e+001  1.7692783e+002  9.2333239e+000  1.8975047e+000  6.1138563e+001
  3.0577456e+001  1.0388696e+001  9.8306207e+000  1.0788411e+000  1.2982231e-001  7.1856900e-001
  2.6238453e+001  2.0586981e+001  1.1282250e+001  1.6406461e+000  2.7723252e-001  7.4471197e-001
  7.7601305e+001  6.8477581e+001  2.0377166e+001  1.8797114e+000  4.1252958e-001  1.2201532e+000
  7.7526139e+001  5.9486613e+001  2.6784861e+001  5.8311045e+000  5.8943382e-001  3.5712673e+000
  2.0614156e+001  1.6061166e+001  1.2984485e+001  4.4663806e+000  3.3908389e-001  3.0941867e+000
  6.7397167e+001  1.6135551e+001  1.1849786e+001  4.9497747e+000  4.8755265e-001  2.4936431e+000
